case_id,customer_message,support_conversation,final_support_response,num_turns,num_customer_turns,num_support_turns,evidence_status,clean_message,cluster_id,intent,human_intent,annotation_notes,label_source
apple_1338031,@115858 @AppleSupport my internet is useless since doing the update,"CUSTOMER: @115858 @AppleSupport my internet is useless since doing the update
SUPPORT: @432092 Having a good internet connection is key. Let's help. Provide us more details on the issue at hand, to get started.
CUSTOMER: @AppleSupport I have nearly full bars of 4G and still things take a lot longer to load then they normally do
SUPPORT: @432092 Have you noticed any difference when connected to Wi-Fi?
CUSTOMER: @AppleSupport When I am connected to wifi all things using the internet load at the speed they always have. Only on 3G and 4G is loading speed a lot slower since updating
SUPPORT: @432092 We appreciate the information provided. Have you checked for a carrier update? Here is how: https://t.co/bfoi2mhtX3
CUSTOMER: @AppleSupport My carrier settings are up to date
SUPPORT: @432092 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT",@432092 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,8,4,4,SUPPORT_RESPONSE_PRESENT,my internet is useless since doing the update,1,ios_update_issues,ios_update_issues,,human_verified
apple_148200,@AppleSupport I have a question about shipment method. Will you help me with that?,"CUSTOMER: @AppleSupport I have a question about shipment method. Will you help me with that?
SUPPORT: @149715 Hey there! For questions about shipping, billing and purchases, reach out to our Online Sales Team here: https://t.co/8yjRd1Xo0i","@149715 Hey there! For questions about shipping, billing and purchases, reach out to our Online Sales Team here: https://t.co/8yjRd1Xo0i",2,1,1,SUPPORT_RESPONSE_PRESENT,I have a question about shipment method. Will you help me with that?,2,other_unclear,other_unclear,Question regarding shipment of the product,human_verified
apple_2285653,@AppleSupport why the album and single covers does not show on my apple music ? I registered today,"CUSTOMER: @AppleSupport why the album and single covers does not show on my apple music ? I registered today
SUPPORT: @373739 We've got your DM and will continue with you there. Be on the lookout for our reply! Thank you!",@373739 We've got your DM and will continue with you there. Be on the lookout for our reply! Thank you!,2,1,1,SUPPORT_RESPONSE_PRESENT,why the album and single covers does not show on my apple music ? I registered today,6,music_audio_issue,music_audio_issue,Issue regarding Apple music glitches,human_verified
apple_1791768,"Hi @AppleSupport please tell me how do we take care of iPhone &amp; iPad screen not to cause problem like dead pixel &amp; others. Thanks.

#Apple","CUSTOMER: Hi @AppleSupport please tell me how do we take care of iPhone &amp; iPad screen not to cause problem like dead pixel &amp; others. Thanks.

#Apple
SUPPORT: @203170 Let's see how we can help. We want to be sure we clearly understand your question. Please send us a DM with additional details. https://t.co/GDrqU22YpT",@203170 Let's see how we can help. We want to be sure we clearly understand your question. Please send us a DM with additional details. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,Hi please tell me how do we take care of iPhone &amp; iPad screen not to cause problem like dead pixel &amp; others. Thanks. Apple,7,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_1709355,@115858 what the fuck https://t.co/LB9KpiXBJj,"CUSTOMER: @115858 what the fuck https://t.co/LB9KpiXBJj
SUPPORT: @517954 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",@517954 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2,1,1,SUPPORT_RESPONSE_PRESENT,what the fuck,2,other_unclear,other_unclear,,human_verified
apple_2519392,@115858 why the fuck can't I make phone calls? Y'all tripping and demand my gat damn reparations. https://t.co/jumd14ookL,"CUSTOMER: @115858 why the fuck can't I make phone calls? Y'all tripping and demand my gat damn reparations. https://t.co/jumd14ookL
SUPPORT: @717643 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT",@717643 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,why the fuck can't I make phone calls? Y'all tripping and demand my gat damn reparations.,2,other_unclear,iphone_hardware_issue,Possible hardware issue,human_verified
apple_852871,@AppleSupport I downloaded the newest update and now my phone doesn’t work send help pls,"CUSTOMER: @AppleSupport I downloaded the newest update and now my phone doesn’t work send help pls
SUPPORT: @322603 We'd love to help. Can you explain more about what you mean when you say it doesn't work? Also, what iOS version did you update to?
CUSTOMER: @AppleSupport On a phone call, no dial tone. No audio on either side.
SUPPORT: @322603 Okay. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT",@322603 Okay. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT,I downloaded the newest update and now my phone doesn’t work send help pls,1,ios_update_issues,ios_update_issues,Ios update has rendered phone unusable,human_verified
apple_361423,"@AppleSupport  DISAPPOINTED IN ITUNES UPDATES. First on the latest, why doesn't all history show up in history? Anything you play should!","CUSTOMER: @AppleSupport  DISAPPOINTED IN ITUNES UPDATES. First on the latest, why doesn't all history show up in history? Anything you play should!
SUPPORT: @201589 We're glad you are reaching out. See this link for updates on iTunes: https://t.co/pxseZbMQ8z",@201589 We're glad you are reaching out. See this link for updates on iTunes: https://t.co/pxseZbMQ8z,2,1,1,SUPPORT_RESPONSE_PRESENT,"DISAPPOINTED IN ITUNES UPDATES. First on the latest, why doesn't all history show up in history? Anything you play should!",6,music_audio_issue,music_audio_issue,Itunes problem,human_verified
apple_554864,iPhoneX keeps restarting itself and back is really hot. @AppleSupport @115858 can you help? Phone is unusable. https://t.co/EddJncWxB5,"CUSTOMER: iPhoneX keeps restarting itself and back is really hot. @AppleSupport @115858 can you help? Phone is unusable. https://t.co/EddJncWxB5
SUPPORT: @249519 Thanks for meeting us in Twitter for help today! We want to help. Let's start by getting the iOS version of your device from Settings &gt; General &gt; About to proceed. 

Also, check out: https://t.co/osZOKKTalm","@249519 Thanks for meeting us in Twitter for help today! We want to help. Let's start by getting the iOS version of your device from Settings &gt; General &gt; About to proceed. 

Also, check out: https://t.co/osZOKKTalm",2,1,1,SUPPORT_RESPONSE_PRESENT,iPhoneX keeps restarting itself and back is really hot. can you help? Phone is unusable.,7,iphone_hardware_issue,iphone_hardware_issue,Likely a Battery Hardware Issue,human_verified
apple_250070,Forced to update to iOS 11.whatever the hell this is the other day. Why is each @115858 update worse than the last.,"CUSTOMER: Forced to update to iOS 11.whatever the hell this is the other day. Why is each @115858 update worse than the last.
SUPPORT: @175415 If you're having any issues, we'd like to get to the bottom of them with you. DM us with details, so we may better assist. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Thanks! I’m actually going to run into the apple store tonight. Think I need a new battery.
SUPPORT: @175415 No problem. Let us know if you need further assistance.",@175415 No problem. Let us know if you need further assistance.,4,2,2,SUPPORT_RESPONSE_PRESENT,Forced to update to iOS 11.whatever the hell this is the other day. Why is each update worse than the last.,4,ios_update_issues,ios_update_issues,,human_verified
apple_2369530,Is this *I* issue glitch ever getting fixed???? @115858,"CUSTOMER: Is this *I* issue glitch ever getting fixed???? @115858
SUPPORT: @683825 We want you to be able to use your auto-correct feature and would like to take a deeper look into this. Tell us which iOS version you are using and we'll take it from there. To find your version, go to Settings &gt; General &gt; About.
CUSTOMER: @AppleSupport I’m using 11.0.3.
SUPPORT: @683825 Got it. The first thing we'll need to do is get you updated to iOS 11.1.1.",@683825 Got it. The first thing we'll need to do is get you updated to iOS 11.1.1.,4,2,2,SUPPORT_RESPONSE_PRESENT,Is this *I* issue glitch ever getting fixed?,5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_1266548,why the fuck does the app store say im in canada @AppleSupport,"CUSTOMER: why the fuck does the app store say im in canada @AppleSupport
SUPPORT: @416553 Let's look into this together. To start, which device are you experiencing this on, and which software version is it running?","@416553 Let's look into this together. To start, which device are you experiencing this on, and which software version is it running?",2,1,1,SUPPORT_RESPONSE_PRESENT,why the fuck does the app store say im in canada,8,account_identity_issue,account_identity_issue,user Account Location Issue,human_verified
apple_621801,@115858 I think my Mac is broken and needs fixing ASAP,"CUSTOMER: @115858 I think my Mac is broken and needs fixing ASAP
SUPPORT: @267564 Tell us a bit about what's going on with your Mac. We'd like to offer any assistance we can.
CUSTOMER: @AppleSupport Hi👋🏼 Apple Support! TY for getting back 2 me! My MAC keeps restarting &amp; glitches 😔 help a girl out I'm an Engineer &amp; I can't live w/o my 💻
SUPPORT: @267564 When did you see this start to happen? What version of macOS are you running? DM us and we'll continue there. https://t.co/GDrqU22YpT
CUSTOMER: @AppleSupport Thank you Apple Support Team! YOU ROCK 🍎 ❤️",@267564 When did you see this start to happen? What version of macOS are you running? DM us and we'll continue there. https://t.co/GDrqU22YpT,5,3,2,SUPPORT_RESPONSE_PRESENT,I think my Mac is broken and needs fixing ASAP,3,macbook_issues,macbook_issues,Broken macbook,human_verified
apple_2750532,@115858 what’s wrong with the iPhone X I can’t access my contacts https://t.co/JGrbESlEJr,"CUSTOMER: @115858 what’s wrong with the iPhone X I can’t access my contacts https://t.co/JGrbESlEJr
SUPPORT: @770058 Let's get this figured out together, so you can enjoy all the awesome features your iPhone X has to offer. To start, have you tried closing the Contacts app, then restarting? This may help: https://t.co/DEYy6pvQDC
CUSTOMER: @AppleSupport Yeah I did it worked
CUSTOMER: @AppleSupport Thanks
SUPPORT: @770058 You're welcome and please feel free to reach back out if we can be of any further assistance!",@770058 You're welcome and please feel free to reach back out if we can be of any further assistance!,5,3,2,SUPPORT_RESPONSE_PRESENT,what’s wrong with the iPhone X I can’t access my contacts,7,iphone_hardware_issue,ios_update_issues,likely issue regarding the update which has bugs not letting the user access his contacts,human_verified
apple_2046483,@AppleSupport  the update for my alarm is broken! My alarm will not turn up in volume. I’ve been late TWICE now. Please fix the alarm! #help,"CUSTOMER: @AppleSupport  the update for my alarm is broken! My alarm will not turn up in volume. I’ve been late TWICE now. Please fix the alarm! #help
SUPPORT: @605227 We certainly want your alarm working as expected. Please send us a DM and we will look into this with you. https://t.co/GDrqU22YpT",@605227 We certainly want your alarm working as expected. Please send us a DM and we will look into this with you. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,the update for my alarm is broken! My alarm will not turn up in volume. I’ve been late TWICE now. Please fix the alarm! help,1,ios_update_issues,ios_update_issues,,human_verified
apple_1531044,@AppleSupport I haven't received my iOS 11 update.,"CUSTOMER: @AppleSupport I haven't received my iOS 11 update.
SUPPORT: @474975 We certainly want you to enjoy iOS 11. To start, may we get the current iOS version shown in Settings &gt; General &gt; About?
CUSTOMER: @AppleSupport iOS 10.3.1
SUPPORT: @474975 Since you're not receiving the iOS 11 update, have you had the chance to review the steps here: https://t.co/80YRnjDFDk
CUSTOMER: @AppleSupport @4150 yes, but it doesn't tell me what to do if I haven't received the update.
SUPPORT: @474975 Would you please tell us which iOS device are you using?
CUSTOMER: @AppleSupport iPhone 7 Plus
SUPPORT: @474975 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT",@474975 Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,8,4,4,SUPPORT_RESPONSE_PRESENT,I haven't received my iOS 11 update.,4,ios_update_issues,ios_update_issues,,human_verified
apple_2639737,"Ever since the IPhoneX came out, I’ve been wanting to throw my iPhone against the wall cause it’s been acting retarded as fuck.... @115858 @AppleSupport stop playing me bruh","CUSTOMER: Ever since the IPhoneX came out, I’ve been wanting to throw my iPhone against the wall cause it’s been acting retarded as fuck.... @115858 @AppleSupport stop playing me bruh
SUPPORT: @744974 If you're having trouble with your iPhone, we can help. Let us know specifically what's happening with it. We'll work with you to determine the cause, so we can offer an appropriate solution.","@744974 If you're having trouble with your iPhone, we can help. Let us know specifically what's happening with it. We'll work with you to determine the cause, so we can offer an appropriate solution.",2,1,1,SUPPORT_RESPONSE_PRESENT,"Ever since the IPhoneX came out, I’ve been wanting to throw my iPhone against the wall cause it’s been acting retarded as fuck.. stop playing me bruh",7,iphone_hardware_issue,ios_update_issues,Ios update slowing down the device,human_verified
apple_1404826,iOS 11 has destroyed the speed and battery life on my iPhone 6 and 5s. This sucks big time! @115858 @AppleSupport,"CUSTOMER: iOS 11 has destroyed the speed and battery life on my iPhone 6 and 5s. This sucks big time! @115858 @AppleSupport
SUPPORT: @446606 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
CUSTOMER: @AppleSupport The latest - 11.0.3
SUPPORT: @446606 Have you noticed that it is certain apps that are running slowly or is it more of an overall slowness? Let us know in DM. https://t.co/GDrqU22YpT",@446606 Have you noticed that it is certain apps that are running slowly or is it more of an overall slowness? Let us know in DM. https://t.co/GDrqU22YpT,4,2,2,SUPPORT_RESPONSE_PRESENT,iOS 11 has destroyed the speed and battery life on my iPhone 6 and 5s. This sucks big time!,4,ios_update_issues,ios_update_issues,,human_verified
apple_2476218,Is anybody else’s Snapchat freezing up their 7?? Like even if I try locking the screen it’s frozen on snap....,"CUSTOMER: Is anybody else’s Snapchat freezing up their 7?? Like even if I try locking the screen it’s frozen on snap....
CUSTOMER: And is anyone else’s screenshots just blank?? Like all black or white?? Wtf is goin on @115858?!
SUPPORT: @203180 Thank you for reaching out to us. We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're using? Does this happen when you're using a specific app?",@203180 Thank you for reaching out to us. We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're using? Does this happen when you're using a specific app?,3,2,1,SUPPORT_RESPONSE_PRESENT,Is anybody else’s Snapchat freezing up their 7? Like even if I try locking the screen it’s frozen on snap..,3,macbook_issues,ios_update_issues,,human_verified
apple_1660402,@115858 why does the @917 logo not show when I receive notifications?! It’s been happening for weeks.,"CUSTOMER: @115858 why does the @917 logo not show when I receive notifications?! It’s been happening for weeks.
SUPPORT: @506508 Sounds like trouble with Notifications. Meet up with us in DM, and we can take a look together. https://t.co/GDrqU22YpT","@506508 Sounds like trouble with Notifications. Meet up with us in DM, and we can take a look together. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT,why does the logo not show when I receive notifications?! It’s been happening for weeks.,3,macbook_issues,ios_update_issues,,human_verified
apple_6554,@AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.,"CUSTOMER: @AppleSupport how long does it take usually for account recovery to get back to you? It’s been about a week now.
SUPPORT: @117154 Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here: https://t.co/GDrqU22YpT",@117154 Having access to your Apple ID is important. Did you receive an email with a confirmation of your request? DM us here: https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,how long does it take usually for account recovery to get back to you? It’s been about a week now.,8,account_identity_issue,account_identity_issue,,human_verified
apple_561809,@AppleSupport I update phone and I don’t have access to the Apple Pay between friends ...I don’t see icon in messages and I have Apple Pay and everything set up,"CUSTOMER: @AppleSupport I update phone and I don’t have access to the Apple Pay between friends ...I don’t see icon in messages and I have Apple Pay and everything set up
SUPPORT: @251466 If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week.
CUSTOMER: @AppleSupport I do have 11.2!!!
CUSTOMER: @AppleSupport ?
CUSTOMER: @AppleSupport I have 11.2 and nothing on Apple Pay for iMessage
SUPPORT: @251466 We appreciate your interest. Those features are set to release early next week. Apple Pay Cash is not yet available. Having 11.2 already ensures you're set up for when those features release.",@251466 We appreciate your interest. Those features are set to release early next week. Apple Pay Cash is not yet available. Having 11.2 already ensures you're set up for when those features release.,6,4,2,SUPPORT_RESPONSE_PRESENT,I update phone and I don’t have access to the Apple Pay between friends ...I don’t see icon in messages and I have Apple Pay and everything set up,8,account_identity_issue,ios_update_issues,Ios update had a bug that doesnt let the user access Apple pay between friends,human_verified
apple_710078,@115858 needs to fix iOS 11 asap.  I’m tired of not being able to stay on WiFi and my phone restarting at least 3 times a day 🙄,"CUSTOMER: @115858 needs to fix iOS 11 asap.  I’m tired of not being able to stay on WiFi and my phone restarting at least 3 times a day 🙄
SUPPORT: @289791 That should not be happening. We want to help. Tell us what version of iOS you're using via DM. https://t.co/GDrqU22YpT",@289791 That should not be happening. We want to help. Tell us what version of iOS you're using via DM. https://t.co/GDrqU22YpT,2,1,1,SUPPORT_RESPONSE_PRESENT,needs to fix iOS 11 asap. I’m tired of not being able to stay on WiFi and my phone restarting at least 3 times a day 🙄,4,ios_update_issues,ios_update_issues,,human_verified
apple_1406834,"@AppleSupport Iphone 6 stopped working after OS11.  So lame. While at Apple store, heard 5 others with SAME ISSUE. Not OK. #lameassproducts","CUSTOMER: @AppleSupport Iphone 6 stopped working after OS11.  So lame. While at Apple store, heard 5 others with SAME ISSUE. Not OK. #lameassproducts
SUPPORT: @446993 We're here for you. Tell us more about what you're experiencing. Which iOS version are you on in Settings &gt; General &gt; About?",@446993 We're here for you. Tell us more about what you're experiencing. Which iOS version are you on in Settings &gt; General &gt; About?,2,1,1,SUPPORT_RESPONSE_PRESENT,"Iphone 6 stopped working after OS11. So lame. While at Apple store, heard 5 others with SAME ISSUE. Not OK. lameassproducts",7,iphone_hardware_issue,iphone_hardware_issue,,human_verified
apple_559094,Either @AppleSupport  or @115888 or @917  help... every time I get a notification from Snapchat my music cuts off. It’s mad annoying. How do I fix this,"CUSTOMER: Either @AppleSupport  or @115888 or @917  help... every time I get a notification from Snapchat my music cuts off. It’s mad annoying. How do I fix this
SUPPORT: @250661 We’d like to help. To start, please send us a DM confirming which device and exact software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT","@250661 We’d like to help. To start, please send us a DM confirming which device and exact software version you’re using. You can tap Settings &gt; General &gt; About to locate the software version. https://t.co/GDrqU22YpT",2,1,1,SUPPORT_RESPONSE_PRESENT,Either or or help... every time I get a notification from Snapchat my music cuts off. It’s mad annoying. How do I fix this,6,music_audio_issue,music_audio_issue,,human_verified
apple_1693502,What is up with the question marks @AppleSupport? I️ type something and a question mark comes up after I️ post. Is this due to the update?,"CUSTOMER: What is up with the question marks @AppleSupport? I️ type something and a question mark comes up after I️ post. Is this due to the update?
SUPPORT: @127358 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9",@127358 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,2,1,1,SUPPORT_RESPONSE_PRESENT,What is up with the question marks ? I️ type something and a question mark comes up after I️ post. Is this due to the update?,5,keyboard_autocorrect_issue,keyboard_autocorrect_issue,,human_verified
apple_288491,"Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport","CUSTOMER: Can o get help again?
Apple’s Workflow on Watch not working as expected together 🤔
@AppleSupport
SUPPORT: @184724 Of course you can. What do you mean by Apple's workflow not working as expected exactly?",@184724 Of course you can. What do you mean by Apple's workflow not working as expected exactly?,2,1,1,SUPPORT_RESPONSE_PRESENT,Can o get help again? Apple’s Workflow on Watch not working as expected together 🤔,3,macbook_issues,macbook_issues,,human_verified
